Unnamed: 0,syd,did,wei,symptom,diagnose
2378,242.0,146.0,2.0,leg numbness (paresthesias),cerebral vascular accident:stroke
2379,243.0,146.0,2.0,foot numbness (paresthesias),cerebral vascular accident:stroke
2380,244.0,146.0,2.0,face numbness (paresthesias),cerebral vascular accident:stroke
2381,247.0,146.0,2.0,facial droop (weakness),cerebral vascular accident:stroke
2382,255.0,146.0,3.0,drooping eyelid (ptosis),cerebral vascular accident:stroke
2383,292.0,146.0,1.0,confusion,cerebral vascular accident:stroke
2384,293.0,146.0,2.0,headache and weakness,cerebral vascular accident:stroke
2385,15.0,205.0,3.0,change in behavior,dehydration
2386,16.0,205.0,3.0,constipation,dehydration
2387,21.0,205.0,2.0,dizziness,dehydration
2388,28.0,205.0,3.0,fainting,dehydration
2389,43.0,205.0,3.0,heat illness,dehydration
2390,59.0,205.0,3.0,lethargy (sluggishness),dehydration
2391,132.0,205.0,2.0,failure to thrive,dehydration
2392,205.0,205.0,3.0,low blood pressure,dehydration
2394,249.0,205.0,3.0,increased thirst,dehydration
2395,258.0,205.0,3.0,dry skin,dehydration
2396,292.0,205.0,3.0,confusion,dehydration
2397,306.0,205.0,2.0,high blood sugar,dehydration
2398,277.0,205.0,3.0,unusual color or odor of urine,dehydration
2399,15.0,215.0,3.0,change in behavior,"diabetic ketoacidosis:dka, a complication of poorly controlled diabetes"
2400,28.0,215.0,1.0,fainting,"diabetic ketoacidosis:dka, a complication of poorly controlled diabetes"
2401,66.0,215.0,3.0,nausea,"diabetic ketoacidosis:dka, a complication of poorly controlled diabetes"
2402,113.0,215.0,3.0,vomiting,"diabetic ketoacidosis:dka, a complication of poorly controlled diabetes"
2403,264.0,215.0,1.0,stomach and abdominal pain,"diabetic ketoacidosis:dka, a complication of poorly controlled diabetes"
2404,292.0,215.0,3.0,confusion,"diabetic ketoacidosis:dka, a complication of poorly controlled diabetes"
2405,306.0,215.0,1.0,high blood sugar,"diabetic ketoacidosis:dka, a complication of poorly controlled diabetes"
2406,277.0,215.0,1.0,unusual color or odor of urine,"diabetic ketoacidosis:dka, a complication of poorly controlled diabetes"
2407,15.0,246.0,1.0,change in behavior,hypothermia:extreme cold exposure
2408,39.0,246.0,1.0,"hand, finger ache or pain",hypothermia:extreme cold exposure
2409,48.0,246.0,3.0,hypothermia (low temperature),hypothermia:extreme cold exposure
2410,121.0,246.0,1.0,tremors,hypothermia:extreme cold exposure
2411,170.0,246.0,3.0,cyanosis (blue skin coloration),hypothermia:extreme cold exposure
2412,292.0,246.0,1.0,confusion,hypothermia:extreme cold exposure
2413,15.0,251.0,3.0,change in behavior,epidural hematoma:bleeding around brain or spine
2414,40.0,251.0,3.0,head injury,epidural hematoma:bleeding around brain or spine
2415,41.0,251.0,1.0,headache,epidural hematoma:bleeding around brain or spine
2416,87.0,251.0,1.0,seizure,epidural hematoma:bleeding around brain or spine
2417,94.0,251.0,2.0,speech problem,epidural hematoma:bleeding around brain or spine
2418,104.0,251.0,2.0,unsteady gait (trouble walking),epidural hematoma:bleeding around brain or spine
2421,145.0,251.0,3.0,headache after trauma,epidural hematoma:bleeding around brain or spine
2422,164.0,251.0,1.0,loss of balance,epidural hematoma:bleeding around brain or spine
2423,165.0,251.0,3.0,bleeding in brain,epidural hematoma:bleeding around brain or spine
2424,292.0,251.0,3.0,confusion,epidural hematoma:bleeding around brain or spine
2425,293.0,251.0,3.0,headache and weakness,epidural hematoma:bleeding around brain or spine
2426,294.0,251.0,2.0,confusion and headache,epidural hematoma:bleeding around brain or spine
2427,15.0,375.0,2.0,change in behavior,hyponatremia:low blood sodium
2428,87.0,375.0,2.0,seizure,hyponatremia:low blood sodium
2429,116.0,375.0,3.0,tired,hyponatremia:low blood sodium
2430,292.0,375.0,2.0,confusion,hyponatremia:low blood sodium
2431,15.0,377.0,1.0,change in behavior,hypothyroidism:low thyroid hormone
2432,16.0,377.0,1.0,constipation,hypothyroidism:low thyroid hormone
2433,19.0,377.0,0.0,depressed,hypothyroidism:low thyroid hormone
2434,48.0,377.0,1.0,hypothermia (low temperature),hypothyroidism:low thyroid hormone
2435,58.0,377.0,0.0,swelling of both legs,hypothyroidism:low thyroid hormone
2436,70.0,377.0,1.0,obesity,hypothyroidism:low thyroid hormone
2437,116.0,377.0,1.0,tired,hypothyroidism:low thyroid hormone
2439,132.0,377.0,1.0,failure to thrive,hypothyroidism:low thyroid hormone
2440,188.0,377.0,0.0,impotence,hypothyroidism:low thyroid hormone
2441,196.0,377.0,0.0,foot swelling,hypothyroidism:low thyroid hormone
2442,199.0,377.0,2.0,amenorrhea (no menstruation),hypothyroidism:low thyroid hormone
2444,204.0,377.0,2.0,low blood sugar,hypothyroidism:low thyroid hormone
2445,205.0,377.0,1.0,low blood pressure,hypothyroidism:low thyroid hormone
2446,207.0,377.0,2.0,low heart rate,hypothyroidism:low thyroid hormone
2447,246.0,377.0,0.0,dementia,hypothyroidism:low thyroid hormone
2448,258.0,377.0,1.0,dry skin,hypothyroidism:low thyroid hormone
2449,292.0,377.0,1.0,confusion,hypothyroidism:low thyroid hormone
2450,284.0,377.0,1.0,retaining fluid,hypothyroidism:low thyroid hormone
2451,15.0,395.0,2.0,change in behavior,intracranial hemorrhage:bleeding in brain
2452,21.0,395.0,1.0,dizziness,intracranial hemorrhage:bleeding in brain
2453,40.0,395.0,1.0,head injury,intracranial hemorrhage:bleeding in brain
2454,41.0,395.0,1.0,headache,intracranial hemorrhage:bleeding in brain
2455,145.0,395.0,3.0,headache after trauma,intracranial hemorrhage:bleeding in brain
2456,165.0,395.0,3.0,bleeding in brain,intracranial hemorrhage:bleeding in brain
2457,292.0,395.0,2.0,confusion,intracranial hemorrhage:bleeding in brain
2458,15.0,448.0,1.0,change in behavior,malignant hyperthermia:rare temperature abnormality
2459,43.0,448.0,1.0,heat illness,malignant hyperthermia:rare temperature abnormality
2460,292.0,448.0,1.0,confusion,malignant hyperthermia:rare temperature abnormality
2461,15.0,657.0,3.0,change in behavior,"respiratory failure:breathing failure, ards"
2462,17.0,657.0,1.0,cough,"respiratory failure:breathing failure, ards"
2463,87.0,657.0,1.0,seizure,"respiratory failure:breathing failure, ards"
2464,170.0,657.0,1.0,cyanosis (blue skin coloration),"respiratory failure:breathing failure, ards"
2465,292.0,657.0,3.0,confusion,"respiratory failure:breathing failure, ards"
2466,15.0,736.0,2.0,change in behavior,subdural hematoma:bleeding on brain
2467,36.0,736.0,1.0,"cranky, crying, fussy, irritable child",subdural hematoma:bleeding on brain
2468,40.0,736.0,3.0,head injury,subdural hematoma:bleeding on brain
2469,41.0,736.0,1.0,headache,subdural hematoma:bleeding on brain
2470,87.0,736.0,1.0,seizure,subdural hematoma:bleeding on brain
2471,94.0,736.0,1.0,speech problem,subdural hematoma:bleeding on brain
2472,104.0,736.0,2.0,unsteady gait (trouble walking),subdural hematoma:bleeding on brain
2473,128.0,736.0,2.0,inconsolable baby,subdural hematoma:bleeding on brain
2477,145.0,736.0,3.0,headache after trauma,subdural hematoma:bleeding on brain
2478,145.0,736.0,3.0,headache after trauma,subdural hematoma:bleeding on brain
2479,164.0,736.0,1.0,loss of balance,subdural hematoma:bleeding on brain
2480,165.0,736.0,3.0,bleeding in brain,subdural hematoma:bleeding on brain
2481,240.0,736.0,1.0,memory loss,subdural hematoma:bleeding on brain
2482,292.0,736.0,2.0,confusion,subdural hematoma:bleeding on brain
2483,293.0,736.0,3.0,headache and weakness,subdural hematoma:bleeding on brain
2484,294.0,736.0,2.0,confusion and headache,subdural hematoma:bleeding on brain
2485,15.0,848.0,3.0,change in behavior,seizure:abnormal brain electrical activity
2486,21.0,848.0,1.0,dizziness,seizure:abnormal brain electrical activity
2487,28.0,848.0,3.0,fainting,seizure:abnormal brain electrical activity
2488,41.0,848.0,1.0,headache,seizure:abnormal brain electrical activity
2489,87.0,848.0,2.0,seizure,seizure:abnormal brain electrical activity
2490,121.0,848.0,1.0,tremors,seizure:abnormal brain electrical activity
2492,197.0,848.0,1.0,visual flashing lights,seizure:abnormal brain electrical activity
2493,240.0,848.0,3.0,memory loss,seizure:abnormal brain electrical activity
2494,292.0,848.0,3.0,confusion,seizure:abnormal brain electrical activity
2495,15.0,207.0,1.0,change in behavior,dementia:decline in mental ability
2496,240.0,207.0,1.0,memory loss,dementia:decline in mental ability
2497,246.0,207.0,1.0,dementia,dementia:decline in mental ability
2498,291.0,207.0,0.0,agitated,dementia:decline in mental ability
2499,292.0,207.0,1.0,confusion,dementia:decline in mental ability
2500,15.0,868.0,0.0,change in behavior,meningioma:brain tumor
2501,41.0,868.0,1.0,headache,meningioma:brain tumor
2502,104.0,868.0,0.0,unsteady gait (trouble walking),meningioma:brain tumor
2503,115.0,868.0,0.0,weakness (muscle localized),meningioma:brain tumor
2506,292.0,868.0,0.0,confusion,meningioma:brain tumor
2507,293.0,868.0,1.0,headache and weakness,meningioma:brain tumor
2508,294.0,868.0,1.0,confusion and headache,meningioma:brain tumor
2509,15.0,870.0,1.0,change in behavior,hydrocephalus:brain fluid build-up
2510,41.0,870.0,2.0,headache,hydrocephalus:brain fluid build-up
2511,49.0,870.0,2.0,incontinence (leaking urine),hydrocephalus:brain fluid build-up
2512,112.0,870.0,2.0,visual problems,hydrocephalus:brain fluid build-up
2513,128.0,870.0,2.0,inconsolable baby,hydrocephalus:brain fluid build-up
2516,246.0,870.0,3.0,dementia,hydrocephalus:brain fluid build-up
2517,292.0,870.0,1.0,confusion,hydrocephalus:brain fluid build-up
2518,293.0,870.0,1.0,headache and weakness,hydrocephalus:brain fluid build-up
2519,294.0,870.0,2.0,confusion and headache,hydrocephalus:brain fluid build-up
2520,15.0,969.0,1.0,change in behavior,alzheimer's disease:dementia
2521,136.0,969.0,1.0,behavioral problem,alzheimer's disease:dementia
2522,240.0,969.0,1.0,memory loss,alzheimer's disease:dementia
2523,246.0,969.0,1.0,dementia,alzheimer's disease:dementia
2524,292.0,969.0,1.0,confusion,alzheimer's disease:dementia
2525,15.0,1080.0,0.0,change in behavior,"porphyria:rare disorder of skin, nervous system"
2526,41.0,1080.0,0.0,headache,"porphyria:rare disorder of skin, nervous system"
2527,183.0,1080.0,0.0,blister (pocket of fluid),"porphyria:rare disorder of skin, nervous system"
2528,277.0,1080.0,0.0,unusual color or odor of urine,"porphyria:rare disorder of skin, nervous system"
2529,15.0,1099.0,0.0,change in behavior,lewy body dementia:common type of dementia
2530,104.0,1099.0,1.0,unsteady gait (trouble walking),lewy body dementia:common type of dementia
2531,246.0,1099.0,1.0,dementia,lewy body dementia:common type of dementia
2532,292.0,1099.0,0.0,confusion,lewy body dementia:common type of dementia
2533,15.0,1112.0,1.0,change in behavior,hepatic encephalopathy:confusion from liver failure
2534,38.0,1112.0,1.0,delusions or hallucinations,hepatic encephalopathy:confusion from liver failure
2535,113.0,1112.0,1.0,vomiting,hepatic encephalopathy:confusion from liver failure
2536,292.0,1112.0,1.0,confusion,hepatic encephalopathy:confusion from liver failure
2537,15.0,30.0,1.0,change in behavior,altered mental status:confusion
2538,40.0,30.0,3.0,head injury,altered mental status:confusion
2539,15.0,91.0,1.0,change in behavior,benzodiazepine:valium overdose
2540,71.0,91.0,2.0,overdose,benzodiazepine:valium overdose
2541,77.0,91.0,2.0,poisoning,benzodiazepine:valium overdose
2542,153.0,91.0,3.0,ingestion,benzodiazepine:valium overdose
2543,15.0,99.0,1.0,change in behavior,blood loss
2544,21.0,99.0,2.0,dizziness,blood loss
2545,28.0,99.0,3.0,fainting,blood loss
2546,249.0,99.0,3.0,increased thirst,blood loss
2547,15.0,143.0,0.0,change in behavior,cerebellar syndrome:loss of coordination
2548,40.0,143.0,0.0,head injury,cerebellar syndrome:loss of coordination
2549,15.0,175.0,1.0,change in behavior,cocaine abuse
2550,19.0,175.0,1.0,depressed,cocaine abuse
2551,28.0,175.0,1.0,fainting,cocaine abuse
2552,38.0,175.0,1.0,delusions or hallucinations,cocaine abuse
2554,64.0,175.0,1.0,nasal bleeding,cocaine abuse
2555,96.0,175.0,3.0,substance abuse (drug abuse),cocaine abuse
2556,262.0,175.0,1.0,chest pain,cocaine abuse
2557,15.0,227.0,,change in behavior,drug reaction
2558,19.0,227.0,,depressed,drug reaction
2559,21.0,227.0,,dizziness,drug reaction
2560,28.0,227.0,,fainting,drug reaction
2561,38.0,227.0,,delusions or hallucinations,drug reaction
2562,41.0,227.0,,headache,drug reaction
2563,51.0,227.0,,insomnia (trouble sleeping),drug reaction
2564,52.0,227.0,,skin itching,drug reaction
2565,81.0,227.0,2.0,rash,drug reaction
2566,87.0,227.0,2.0,seizure,drug reaction
2567,96.0,227.0,,substance abuse (drug abuse),drug reaction
2568,113.0,227.0,,vomiting,drug reaction
2569,183.0,227.0,0.0,blister (pocket of fluid),drug reaction
2570,238.0,227.0,,skin sores,drug reaction
2571,262.0,227.0,,chest pain,drug reaction
2572,277.0,227.0,1.0,unusual color or odor of urine,drug reaction
2573,15.0,464.0,0.0,change in behavior,menopause:end of menstruation and fertility
2574,19.0,464.0,0.0,depressed,menopause:end of menstruation and fertility
2575,105.0,464.0,1.0,vaginal bleeding,menopause:end of menstruation and fertility
2576,109.0,464.0,0.0,vaginal itching,menopause:end of menstruation and fertility
2577,110.0,464.0,1.0,vaginal pain,menopause:end of menstruation and fertility
2578,180.0,464.0,1.0,night sweats,menopause:end of menstruation and fertility
2579,199.0,464.0,1.0,amenorrhea (no menstruation),menopause:end of menstruation and fertility
2580,209.0,464.0,1.0,hot flashes,menopause:end of menstruation and fertility
2581,235.0,464.0,1.0,sweating,menopause:end of menstruation and fertility
2582,258.0,464.0,1.0,dry skin,menopause:end of menstruation and fertility
2583,15.0,1026.0,1.0,change in behavior,hemolytic anemia:red blood cell destruction disorder
2584,179.0,1026.0,1.0,jaundice (yellowing skin),hemolytic anemia:red blood cell destruction disorder
2586,16.0,36.0,1.0,constipation,anal fissure: (tear)
2587,218.0,36.0,2.0,maroon stools,anal fissure: (tear)
2588,238.0,36.0,0.0,skin sores,anal fissure: (tear)
2589,16.0,180.0,2.0,constipation,colon cancer:large intestine tumor
2590,20.0,180.0,1.0,diarrhea,colon cancer:large intestine tumor
2591,173.0,180.0,1.0,abdominal swelling (stomach swelling),colon cancer:large intestine tumor
2593,218.0,180.0,2.0,maroon stools,colon cancer:large intestine tumor
2594,16.0,282.0,2.0,constipation,fecal impaction:rectal blockage from stool
2595,49.0,282.0,1.0,incontinence (leaking urine),fecal impaction:rectal blockage from stool
2596,16.0,343.0,1.0,constipation,hemorrhoid:enlarged rectal veins
2597,82.0,343.0,1.0,rectal pain,hemorrhoid:enlarged rectal veins
2598,83.0,343.0,1.0,rectal swelling,hemorrhoid:enlarged rectal veins
2599,218.0,343.0,2.0,maroon stools,hemorrhoid:enlarged rectal veins
2600,16.0,373.0,1.0,constipation,hypokalemia:low blood potassium
2601,116.0,373.0,1.0,tired,hypokalemia:low blood potassium
2602,171.0,373.0,3.0,muscle spasm,hypokalemia:low blood potassium
2603,16.0,415.0,,constipation,laxative abuse
2604,136.0,415.0,0.0,behavioral problem,laxative abuse
2605,16.0,549.0,,constipation,paralytic ileus:intestinal paralysis
2606,66.0,549.0,1.0,nausea,paralytic ileus:intestinal paralysis
2607,173.0,549.0,2.0,abdominal swelling (stomach swelling),paralytic ileus:intestinal paralysis
2608,16.0,290.0,0.0,constipation,fibroid:uterine muscle tumor
2609,37.0,290.0,0.0,groin pain,fibroid:uterine muscle tumor
2610,74.0,290.0,1.0,pelvic pain,fibroid:uterine muscle tumor
2611,105.0,290.0,1.0,vaginal bleeding,fibroid:uterine muscle tumor
2612,211.0,290.0,1.0,infertility (female),fibroid:uterine muscle tumor
2613,264.0,290.0,0.0,stomach and abdominal pain,fibroid:uterine muscle tumor
2614,16.0,644.0,1.0,constipation,rectal cancer:tumor
2615,20.0,644.0,1.0,diarrhea,rectal cancer:tumor
2616,82.0,644.0,1.0,rectal pain,rectal cancer:tumor
2617,83.0,644.0,1.0,rectal swelling,rectal cancer:tumor
2618,16.0,646.0,0.0,constipation,rectal prolapse:rectal protrusion
2619,82.0,646.0,0.0,rectal pain,rectal prolapse:rectal protrusion
2620,83.0,646.0,1.0,rectal swelling,rectal prolapse:rectal protrusion
2621,16.0,647.0,0.0,constipation,rectal ulcer
2622,82.0,647.0,0.0,rectal pain,rectal ulcer
2623,238.0,647.0,0.0,skin sores,rectal ulcer
2624,16.0,653.0,0.0,constipation,"renal failure, chronic:ongoing kidney failure"
2625,21.0,653.0,0.0,dizziness,"renal failure, chronic:ongoing kidney failure"
2627,52.0,653.0,0.0,skin itching,"renal failure, chronic:ongoing kidney failure"
2628,58.0,653.0,0.0,swelling of both legs,"renal failure, chronic:ongoing kidney failure"
2629,59.0,653.0,0.0,lethargy (sluggishness),"renal failure, chronic:ongoing kidney failure"
2630,87.0,653.0,0.0,seizure,"renal failure, chronic:ongoing kidney failure"
2631,88.0,653.0,0.0,shortness of breath,"renal failure, chronic:ongoing kidney failure"
2632,113.0,653.0,0.0,vomiting,"renal failure, chronic:ongoing kidney failure"
2633,114.0,653.0,0.0,general weakness,"renal failure, chronic:ongoing kidney failure"
2634,116.0,653.0,0.0,tired,"renal failure, chronic:ongoing kidney failure"
2636,171.0,653.0,0.0,muscle spasm,"renal failure, chronic:ongoing kidney failure"
2637,188.0,653.0,1.0,impotence,"renal failure, chronic:ongoing kidney failure"
2639,208.0,653.0,0.0,foot itching,"renal failure, chronic:ongoing kidney failure"
2641,225.0,653.0,0.0,arm itching,"renal failure, chronic:ongoing kidney failure"
2642,230.0,653.0,0.0,hand itching,"renal failure, chronic:ongoing kidney failure"
2643,231.0,653.0,0.0,leg itching,"renal failure, chronic:ongoing kidney failure"
2644,292.0,653.0,0.0,confusion,"renal failure, chronic:ongoing kidney failure"
2645,284.0,653.0,0.0,retaining fluid,"renal failure, chronic:ongoing kidney failure"
2646,16.0,1281.0,0.0,constipation,familial dysautonomia:genetic disorder
2647,28.0,1281.0,0.0,fainting,familial dysautonomia:genetic disorder
2648,87.0,1281.0,0.0,seizure,familial dysautonomia:genetic disorder
2649,88.0,1281.0,0.0,shortness of breath,familial dysautonomia:genetic disorder
2650,113.0,1281.0,0.0,vomiting,familial dysautonomia:genetic disorder
2651,132.0,1281.0,0.0,failure to thrive,familial dysautonomia:genetic disorder
2652,150.0,1281.0,0.0,choking,familial dysautonomia:genetic disorder
2653,16.0,1251.0,1.0,constipation,abdominal adhesions:scar tissue
2654,66.0,1251.0,0.0,nausea,abdominal adhesions:scar tissue
2655,113.0,1251.0,0.0,vomiting,abdominal adhesions:scar tissue
2656,264.0,1251.0,1.0,stomach and abdominal pain,abdominal adhesions:scar tissue
2657,17.0,5.0,1.0,cough,ace inhibitor induced cough:blood pressure medication side effect:drug-induced cough:drug reaction: ace inhibitor
2658,126.0,5.0,1.0,tongue swelling,ace inhibitor induced cough:blood pressure medication side effect:drug-induced cough:drug reaction: ace inhibitor
2659,159.0,5.0,1.0,mouth swelling,ace inhibitor induced cough:blood pressure medication side effect:drug-induced cough:drug reaction: ace inhibitor
2660,194.0,5.0,1.0,lip swelling,ace inhibitor induced cough:blood pressure medication side effect:drug-induced cough:drug reaction: ace inhibitor
2661,195.0,5.0,1.0,eye swelling,ace inhibitor induced cough:blood pressure medication side effect:drug-induced cough:drug reaction: ace inhibitor
2662,17.0,113.0,1.0,cough,bronchiectasis:bronchial tube inflammatory damage
2663,88.0,113.0,1.0,shortness of breath,bronchiectasis:bronchial tube inflammatory damage
2665,170.0,113.0,1.0,cyanosis (blue skin coloration),bronchiectasis:bronchial tube inflammatory damage
2667,178.0,113.0,2.0,hemoptysis (coughing blood),bronchiectasis:bronchial tube inflammatory damage
2668,273.0,113.0,1.0,congestion in chest or lungs,bronchiectasis:bronchial tube inflammatory damage
2669,17.0,170.0,1.0,cough,"chronic obstructive pulmonary disease:copd, emphysema"
2670,21.0,170.0,0.0,dizziness,"chronic obstructive pulmonary disease:copd, emphysema"
2671,88.0,170.0,1.0,shortness of breath,"chronic obstructive pulmonary disease:copd, emphysema"
2672,129.0,170.0,1.0,wheezing (noisy breathing),"chronic obstructive pulmonary disease:copd, emphysema"
2673,170.0,170.0,1.0,cyanosis (blue skin coloration),"chronic obstructive pulmonary disease:copd, emphysema"
2674,262.0,170.0,1.0,chest pain,"chronic obstructive pulmonary disease:copd, emphysema"
2675,270.0,170.0,1.0,difficulty breathing,"chronic obstructive pulmonary disease:copd, emphysema"
2676,17.0,836.0,3.0,cough,whooping cough:pertussis
2678,270.0,836.0,2.0,difficulty breathing,whooping cough:pertussis
2679,273.0,836.0,2.0,congestion in chest or lungs,whooping cough:pertussis
2680,269.0,836.0,1.0,hurts to breathe,whooping cough:pertussis
2681,17.0,786.0,1.0,cough,typhoid fever:salmonella typhi infection from contaminated food or water
2682,20.0,786.0,1.0,diarrhea,typhoid fever:salmonella typhi infection from contaminated food or water
2683,30.0,786.0,3.0,fever in the returning traveler,typhoid fever:salmonella typhi infection from contaminated food or water
2688,294.0,786.0,1.0,confusion and headache,typhoid fever:salmonella typhi infection from contaminated food or water
2689,17.0,1050.0,0.0,cough,"loffler's syndrome:pulmonary eosinophilia, lung inflammation"
2690,29.0,1050.0,0.0,fever,"loffler's syndrome:pulmonary eosinophilia, lung inflammation"
2691,88.0,1050.0,0.0,shortness of breath,"loffler's syndrome:pulmonary eosinophilia, lung inflammation"
2693,273.0,1050.0,0.0,congestion in chest or lungs,"loffler's syndrome:pulmonary eosinophilia, lung inflammation"
2694,17.0,27.0,0.0,cough,allergic rhinitis: (allergic reaction in the nose)
2695,24.0,27.0,0.0,pain in the ear,allergic rhinitis: (allergic reaction in the nose)
2696,41.0,27.0,0.0,headache,allergic rhinitis: (allergic reaction in the nose)
2697,64.0,27.0,2.0,nasal bleeding,allergic rhinitis: (allergic reaction in the nose)
2699,93.0,27.0,0.0,sore throat,allergic rhinitis: (allergic reaction in the nose)
2700,120.0,27.0,0.0,throat pain,allergic rhinitis: (allergic reaction in the nose)
2701,162.0,27.0,2.0,sneezing,allergic rhinitis: (allergic reaction in the nose)
2702,236.0,27.0,2.0,nasal congestion,allergic rhinitis: (allergic reaction in the nose)
2703,17.0,594.0,0.0,cough,post nasal drip
2704,47.0,594.0,2.0,hoarse voice,post nasal drip
2705,236.0,594.0,0.0,nasal congestion,post nasal drip
2706,17.0,716.0,0.0,cough,smoking:tobacco use disorder
2707,47.0,716.0,1.0,hoarse voice,smoking:tobacco use disorder
2708,211.0,716.0,2.0,infertility (female),smoking:tobacco use disorder
2709,17.0,783.0,0.0,cough,tuberculosis infection:tb
2710,30.0,783.0,0.0,fever in the returning traveler,tuberculosis infection:tb
2711,116.0,783.0,0.0,tired,tuberculosis infection:tb
2712,132.0,783.0,0.0,failure to thrive,tuberculosis infection:tb
2713,235.0,783.0,0.0,sweating,tuberculosis infection:tb
2714,17.0,822.0,0.0,cough,viral infections
2715,20.0,822.0,0.0,diarrhea,viral infections
2716,21.0,822.0,0.0,dizziness,viral infections
2717,24.0,822.0,0.0,pain in the ear,viral infections
2718,29.0,822.0,0.0,fever,viral infections
2719,31.0,822.0,1.0,fever of unknown origin,viral infections
2720,36.0,822.0,0.0,"cranky, crying, fussy, irritable child",viral infections
2721,41.0,822.0,0.0,headache,viral infections
2722,66.0,822.0,0.0,nausea,viral infections
2723,81.0,822.0,0.0,rash,viral infections
2724,88.0,822.0,0.0,shortness of breath,viral infections
2725,93.0,822.0,0.0,sore throat,viral infections
2726,113.0,822.0,0.0,vomiting,viral infections
2727,120.0,822.0,0.0,throat pain,viral infections
2729,236.0,822.0,0.0,nasal congestion,viral infections
2730,17.0,915.0,,cough,rhinitis:nasal inflammation
2731,23.0,915.0,,ear pressure,rhinitis:nasal inflammation
2733,93.0,915.0,,sore throat,rhinitis:nasal inflammation
2734,120.0,915.0,,throat pain,rhinitis:nasal inflammation
2735,236.0,915.0,,nasal congestion,rhinitis:nasal inflammation
2736,257.0,915.0,2.0,snoring,rhinitis:nasal inflammation
2737,17.0,1319.0,0.0,cough,large cell lung cancer
2738,31.0,1319.0,0.0,fever of unknown origin,large cell lung cancer
2739,88.0,1319.0,0.0,shortness of breath,large cell lung cancer
2740,116.0,1319.0,0.0,tired,large cell lung cancer
2741,123.0,1319.0,0.0,"weight loss, unexplained",large cell lung cancer
2742,178.0,1319.0,0.0,hemoptysis (coughing blood),large cell lung cancer
2743,17.0,1321.0,0.0,cough,malignant mesothelioma
2744,31.0,1321.0,0.0,fever of unknown origin,malignant mesothelioma
2745,88.0,1321.0,0.0,shortness of breath,malignant mesothelioma
2746,116.0,1321.0,0.0,tired,malignant mesothelioma
2747,123.0,1321.0,0.0,"weight loss, unexplained",malignant mesothelioma
2748,262.0,1321.0,0.0,chest pain,malignant mesothelioma
2749,17.0,1361.0,0.0,cough,squamous cell lung cancer
2750,88.0,1361.0,0.0,shortness of breath,squamous cell lung cancer
2751,116.0,1361.0,0.0,tired,squamous cell lung cancer
2752,123.0,1361.0,0.0,"weight loss, unexplained",squamous cell lung cancer
2753,178.0,1361.0,0.0,hemoptysis (coughing blood),squamous cell lung cancer
2754,262.0,1361.0,0.0,chest pain,squamous cell lung cancer
2755,17.0,1261.0,1.0,cough,mycoplasma infection:bacteria
2756,24.0,1261.0,0.0,pain in the ear,mycoplasma infection:bacteria
2757,41.0,1261.0,0.0,headache,mycoplasma infection:bacteria
2758,62.0,1261.0,0.0,muscle pain,mycoplasma infection:bacteria
2759,93.0,1261.0,0.0,sore throat,mycoplasma infection:bacteria
2760,236.0,1261.0,0.0,nasal congestion,mycoplasma infection:bacteria
2761,17.0,1455.0,0.0,cough,neutropenia
2762,24.0,1455.0,0.0,pain in the ear,neutropenia
2763,29.0,1455.0,0.0,fever,neutropenia
2764,61.0,1455.0,0.0,mouth pain,neutropenia
2765,263.0,1455.0,0.0,skin infection,neutropenia
2766,17.0,1487.0,0.0,cough,bacterial tracheitis
2767,29.0,1487.0,0.0,fever,bacterial tracheitis
2768,47.0,1487.0,0.0,hoarse voice,bacterial tracheitis
2769,93.0,1487.0,0.0,sore throat,bacterial tracheitis
2770,18.0,456.0,1.0,dark stools,meckel's diverticulum:bulge in small intestine
2771,18.0,826.0,1.0,dark stools,volvulus:twisted intestine
2772,18.0,922.0,2.0,dark stools,pepto bismol or kaopectate ingestion:bismuth
2773,18.0,126.0,0.0,dark stools,cancer:tumor
2774,31.0,126.0,1.0,fever of unknown origin,cancer:tumor
2775,47.0,126.0,0.0,hoarse voice,cancer:tumor
2776,58.0,126.0,0.0,swelling of both legs,cancer:tumor
2777,59.0,126.0,0.0,lethargy (sluggishness),cancer:tumor
2778,116.0,126.0,2.0,tired,cancer:tumor
2779,123.0,126.0,1.0,"weight loss, unexplained",cancer:tumor
2781,132.0,126.0,0.0,failure to thrive,cancer:tumor
2782,173.0,126.0,0.0,abdominal swelling (stomach swelling),cancer:tumor
2783,176.0,126.0,0.0,hand numbness (paresthesias),cancer:tumor
2784,177.0,126.0,0.0,ankle pain,cancer:tumor
2785,180.0,126.0,2.0,night sweats,cancer:tumor
2786,187.0,126.0,0.0,jaw pain,cancer:tumor
2787,196.0,126.0,0.0,foot swelling,cancer:tumor
2790,234.0,126.0,0.0,armpit pain,cancer:tumor
2791,235.0,126.0,0.0,sweating,cancer:tumor
2792,241.0,126.0,0.0,arm numbness (paresthesias),cancer:tumor
2793,242.0,126.0,0.0,leg numbness (paresthesias),cancer:tumor
2794,243.0,126.0,0.0,foot numbness (paresthesias),cancer:tumor
2795,244.0,126.0,0.0,face numbness (paresthesias),cancer:tumor
2797,247.0,126.0,0.0,facial droop (weakness),cancer:tumor
2798,19.0,737.0,1.0,depressed,substance abuse
2799,121.0,737.0,,tremors,substance abuse
